GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C8J001,C8O001
"G4700010","1980","A","3","6","Tennessee","47","3840","Anderson","001",,,,,,,,,,,,,"D",,,,,,,,"ANDERSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36200,151
"G4700030","1980","A","3","6","Tennessee","47",,"Bedford","003",,,,,,,,,,,,,"05",,,,,,,,"BEDFORD COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1",30400,103
"G4700050","1980","A","3","6","Tennessee","47",,"Benton","005",,,,,,,,,,,,,"02",,,,,,,,"BENTON COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","1",29600,103
"G4700070","1980","A","3","6","Tennessee","47",,"Bledsoe","007",,,,,,,,,,,,,"07",,,,,,,,"BLEDSOE COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",21800,93
"G4700090","1980","A","3","6","Tennessee","47","3840","Blount","009",,,,,,,,,,,,,"D",,,,,,,,"BLOUNT COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",37500,140
"G4700110","1980","A","3","6","Tennessee","47",,"Bradley","011",,,,,,,,,,,,,"08",,,,,,,,"BRADLEY COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",35500,144
"G4700130","1980","A","3","6","Tennessee","47",,"Campbell","013",,,,,,,,,,,,,"08",,,,,,,,"CAMPBELL COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",23700,100
"G4700150","1980","A","3","6","Tennessee","47",,"Cannon","015",,,,,,,,,,,,,"06",,,,,,,,"CANNON COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0",28900,93
"G4700170","1980","A","3","6","Tennessee","47",,"Carroll","017",,,,,,,,,,,,,"02",,,,,,,,"CARROLL COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",26400,93
"G4700190","1980","A","3","6","Tennessee","47","3660","Carter","019",,,,,,,,,,,,,"08",,,,,,,,"CARTER COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",27800,113
"G4700210","1980","A","3","6","Tennessee","47","5360","Cheatham","021",,,,,,,,,,,,,"04",,,,,,,,"CHEATHAM COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",36200,136
"G4700230","1980","A","3","6","Tennessee","47",,"Chester","023",,,,,,,,,,,,,"02",,,,,,,,"CHESTER COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1",28100,100
"G4700250","1980","A","3","6","Tennessee","47",,"Claiborne","025",,,,,,,,,,,,,"08",,,,,,,,"CLAIBORNE COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",30400,96
"G4700270","1980","A","3","6","Tennessee","47",,"Clay","027",,,,,,,,,,,,,"06",,,,,,,,"CLAY COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",26700,77
"G4700290","1980","A","3","6","Tennessee","47",,"Cocke","029",,,,,,,,,,,,,"08",,,,,,,,"COCKE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",26100,94
"G4700310","1980","A","3","6","Tennessee","47",,"Coffee","031",,,,,,,,,,,,,"06",,,,,,,,"COFFEE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",35200,132
"G4700330","1980","A","3","6","Tennessee","47",,"Crockett","033",,,,,,,,,,,,,"01",,,,,,,,"CROCKETT COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1",24800,74
"G4700350","1980","A","3","6","Tennessee","47",,"Cumberland","035",,,,,,,,,,,,,"07",,,,,,,,"CUMBERLAND COUNTY","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0",30600,117
"G4700370","1980","B","3","6","Tennessee","47","5360","Davidson","037",,,,,,,,,,,,,"B",,,,,,,,"DAVIDSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",45000,195
"G4700390","1980","A","3","6","Tennessee","47",,"Decatur","039",,,,,,,,,,,,,"02",,,,,,,,"DECATUR COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",26700,87
"G4700410","1980","A","3","6","Tennessee","47",,"DeKalb","041",,,,,,,,,,,,,"06",,,,,,,,"DE KALB COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",28000,99
"G4700430","1980","A","3","6","Tennessee","47","5360","Dickson","043",,,,,,,,,,,,,"03",,,,,,,,"DICKSON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",31600,127
"G4700450","1980","A","3","6","Tennessee","47",,"Dyer","045",,,,,,,,,,,,,"01",,,,,,,,"DYER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",27000,119
"G4700470","1980","A","3","6","Tennessee","47",,"Fayette","047",,,,,,,,,,,,,"01",,,,,,,,"FAYETTE COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0",29300,63
"G4700490","1980","A","3","6","Tennessee","47",,"Fentress","049",,,,,,,,,,,,,"07",,,,,,,,"FENTRESS COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",21100,83
"G4700510","1980","A","3","6","Tennessee","47",,"Franklin","051",,,,,,,,,,,,,"06",,,,,,,,"FRANKLIN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",32300,106
"G4700530","1980","A","3","6","Tennessee","47",,"Gibson","053",,,,,,,,,,,,,"01",,,,,,,,"GIBSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",26600,96
"G4700550","1980","A","3","6","Tennessee","47",,"Giles","055",,,,,,,,,,,,,"05",,,,,,,,"GILES COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1",28100,102
"G4700570","1980","A","3","6","Tennessee","47",,"Grainger","057",,,,,,,,,,,,,"08",,,,,,,,"GRAINGER COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0",26200,101
"G4700590","1980","A","3","6","Tennessee","47",,"Greene","059",,,,,,,,,,,,,"08",,,,,,,,"GREENE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",30200,115
"G4700610","1980","A","3","6","Tennessee","47",,"Grundy","061",,,,,,,,,,,,,"07",,,,,,,,"GRUNDY COUNTY","0","0","1","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0",19600,86
"G4700630","1980","A","3","6","Tennessee","47",,"Hamblen","063",,,,,,,,,,,,,"08",,,,,,,,"HAMBLEN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",33100,128
"G4700650","1980","A","3","6","Tennessee","47","1560","Hamilton","065",,,,,,,,,,,,,"C",,,,,,,,"HAMILTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",37000,154
"G4700670","1980","A","3","6","Tennessee","47",,"Hancock","067",,,,,,,,,,,,,"08",,,,,,,,"HANCOCK COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0",21000,54
"G4700690","1980","A","3","6","Tennessee","47",,"Hardeman","069",,,,,,,,,,,,,"01",,,,,,,,"HARDEMAN COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",25500,80
"G4700710","1980","A","3","6","Tennessee","47",,"Hardin","071",,,,,,,,,,,,,"02",,,,,,,,"HARDIN COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",28500,94
"G4700730","1980","A","3","6","Tennessee","47","3660","Hawkins","073",,,,,,,,,,,,,"08",,,,,,,,"HAWKINS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",32200,129
"G4700750","1980","A","3","6","Tennessee","47",,"Haywood","075",,,,,,,,,,,,,"01",,,,,,,,"HAYWOOD COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0",27100,73
"G4700770","1980","A","3","6","Tennessee","47",,"Henderson","077",,,,,,,,,,,,,"02",,,,,,,,"HENDERSON COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",27800,101
"G4700790","1980","A","3","6","Tennessee","47",,"Henry","079",,,,,,,,,,,,,"02",,,,,,,,"HENRY COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",29500,104
"G4700810","1980","A","3","6","Tennessee","47",,"Hickman","081",,,,,,,,,,,,,"03",,,,,,,,"HICKMAN COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",26300,111
"G4700830","1980","A","3","6","Tennessee","47",,"Houston","083",,,,,,,,,,,,,"03",,,,,,,,"HOUSTON COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","1",25800,112
"G4700850","1980","A","3","6","Tennessee","47",,"Humphreys","085",,,,,,,,,,,,,"03",,,,,,,,"HUMPHREYS COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0",31700,120
"G4700870","1980","A","3","6","Tennessee","47",,"Jackson","087",,,,,,,,,,,,,"06",,,,,,,,"JACKSON COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0",28400,72
"G4700890","1980","A","3","6","Tennessee","47",,"Jefferson","089",,,,,,,,,,,,,"08",,,,,,,,"JEFFERSON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",30400,103
"G4700910","1980","A","3","6","Tennessee","47",,"Johnson","091",,,,,,,,,,,,,"08",,,,,,,,"JOHNSON COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",25900,100
"G4700930","1980","A","3","6","Tennessee","47","3840","Knox","093",,,,,,,,,,,,,"D",,,,,,,,"KNOX COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",39900,159
"G4700950","1980","A","3","6","Tennessee","47",,"Lake","095",,,,,,,,,,,,,"01",,,,,,,,"LAKE COUNTY","0","0","0","1","1","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0",24600,60
"G4700970","1980","A","3","6","Tennessee","47",,"Lauderdale","097",,,,,,,,,,,,,"01",,,,,,,,"LAUDERDALE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1",25300,86
"G4700990","1980","A","3","6","Tennessee","47",,"Lawrence","099",,,,,,,,,,,,,"03",,,,,,,,"LAWRENCE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1",30400,105
"G4701010","1980","A","3","6","Tennessee","47",,"Lewis","101",,,,,,,,,,,,,"03",,,,,,,,"LEWIS COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","1","1","1","0","0","0","0","1","0",23300,87
"G4701030","1980","A","3","6","Tennessee","47",,"Lincoln","103",,,,,,,,,,,,,"05",,,,,,,,"LINCOLN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1",27500,91
"G4701050","1980","A","3","6","Tennessee","47",,"Loudon","105",,,,,,,,,,,,,"08",,,,,,,,"LOUDON COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0",31500,104
"G4701070","1980","A","3","6","Tennessee","47",,"McMinn","107",,,,,,,,,,,,,"08",,,,,,,,"MCMINN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",30300,109
"G4701090","1980","A","3","6","Tennessee","47",,"McNairy","109",,,,,,,,,,,,,"02",,,,,,,,"MCNAIRY COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1",25300,86
"G4701110","1980","A","3","6","Tennessee","47",,"Macon","111",,,,,,,,,,,,,"06",,,,,,,,"MACON COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",28100,113
"G4701130","1980","A","3","6","Tennessee","47",,"Madison","113",,,,,,,,,,,,,"01",,,,,,,,"MADISON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36200,127
"G4701150","1980","A","3","6","Tennessee","47","1560","Marion","115",,,,,,,,,,,,,"07",,,,,,,,"MARION COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",26100,112
"G4701170","1980","A","3","6","Tennessee","47",,"Marshall","117",,,,,,,,,,,,,"05",,,,,,,,"MARSHALL COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",27000,90
"G4701190","1980","A","3","6","Tennessee","47",,"Maury","119",,,,,,,,,,,,,"05",,,,,,,,"MAURY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",31700,122
"G4701210","1980","A","3","6","Tennessee","47",,"Meigs","121",,,,,,,,,,,,,"08",,,,,,,,"MEIGS COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1",33500,116
"G4701230","1980","A","3","6","Tennessee","47",,"Monroe","123",,,,,,,,,,,,,"08",,,,,,,,"MONROE COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1",26800,104
"G4701250","1980","A","3","6","Tennessee","47","1660","Montgomery","125",,,,,,,,,,,,,"04",,,,,,,,"MONTGOMERY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",37400,176
"G4701270","1980","A","3","6","Tennessee","47",,"Moore","127",,,,,,,,,,,,,"05",,,,,,,,"MOORE COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0",33300,105
"G4701290","1980","A","3","6","Tennessee","47",,"Morgan","129",,,,,,,,,,,,,"07",,,,,,,,"MORGAN COUNTY","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0",24100,93
"G4701310","1980","A","3","6","Tennessee","47",,"Obion","131",,,,,,,,,,,,,"01",,,,,,,,"OBION COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",29100,105
"G4701330","1980","A","3","6","Tennessee","47",,"Overton","133",,,,,,,,,,,,,"06",,,,,,,,"OVERTON COUNTY","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0",24900,85
"G4701350","1980","A","3","6","Tennessee","47",,"Perry","135",,,,,,,,,,,,,"03",,,,,,,,"PERRY COUNTY","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0",22900,80
"G4701370","1980","A","3","6","Tennessee","47",,"Pickett","137",,,,,,,,,,,,,"06",,,,,,,,"PICKETT COUNTY","0","0","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",24800,80
"G4701390","1980","A","3","6","Tennessee","47",,"Polk","139",,,,,,,,,,,,,"08",,,,,,,,"POLK COUNTY","0","0","1","1","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0",21100,89
"G4701410","1980","A","3","6","Tennessee","47",,"Putnam","141",,,,,,,,,,,,,"06",,,,,,,,"PUTNAM COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",36900,132
"G4701430","1980","A","3","6","Tennessee","47",,"Rhea","143",,,,,,,,,,,,,"08",,,,,,,,"RHEA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",28600,124
"G4701450","1980","A","3","6","Tennessee","47",,"Roane","145",,,,,,,,,,,,,"08",,,,,,,,"ROANE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",33100,110
"G4701470","1980","A","3","6","Tennessee","47","5360","Robertson","147",,,,,,,,,,,,,"04",,,,,,,,"ROBERTSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",35000,109
"G4701490","1980","A","3","6","Tennessee","47","5360","Rutherford","149",,,,,,,,,,,,,"05",,,,,,,,"RUTHERFORD COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",43100,181
"G4701510","1980","A","3","6","Tennessee","47",,"Scott","151",,,,,,,,,,,,,"07",,,,,,,,"SCOTT COUNTY","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",22400,88
"G4701530","1980","A","3","6","Tennessee","47","1560","Sequatchie","153",,,,,,,,,,,,,"07",,,,,,,,"SEQUATCHIE COUNTY","0","0","0","0","1","0","1","0","0","0","0","1","1","1","1","0","0","0","0","1","0",25100,119
"G4701550","1980","A","3","6","Tennessee","47",,"Sevier","155",,,,,,,,,,,,,"08",,,,,,,,"SEVIER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",37700,136
"G4701570","1980","A","3","6","Tennessee","47","4920","Shelby","157",,,,,,,,,,,,,"A",,,,,,,,"SHELBY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",38600,155
"G4701590","1980","A","3","6","Tennessee","47",,"Smith","159",,,,,,,,,,,,,"05",,,,,,,,"SMITH COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",31200,110
"G4701610","1980","A","3","6","Tennessee","47",,"Stewart","161",,,,,,,,,,,,,"03",,,,,,,,"STEWART COUNTY","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0",25800,101
"G4701630","1980","A","3","6","Tennessee","47","3660","Sullivan","163",,,,,,,,,,,,,"08",,,,,,,,"SULLIVAN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",36700,134
"G4701650","1980","A","3","6","Tennessee","47","5360","Sumner","165",,,,,,,,,,,,,"04",,,,,,,,"SUMNER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",46800,195
"G4701670","1980","A","3","6","Tennessee","47","4920","Tipton","167",,,,,,,,,,,,,"01",,,,,,,,"TIPTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",34100,106
"G4701690","1980","A","3","6","Tennessee","47",,"Trousdale","169",,,,,,,,,,,,,"05",,,,,,,,"TROUSDALE COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1",30100,149
"G4701710","1980","A","3","6","Tennessee","47","3660","Unicoi","171",,,,,,,,,,,,,"08",,,,,,,,"UNICOI COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",30600,111
"G4701730","1980","A","3","6","Tennessee","47","3840","Union","173",,,,,,,,,,,,,"08",,,,,,,,"UNION COUNTY","0","0","1","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0",28500,106
"G4701750","1980","A","3","6","Tennessee","47",,"Van Buren","175",,,,,,,,,,,,,"07",,,,,,,,"VAN BUREN COUNTY","0","0","1","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0",25000,77
"G4701770","1980","A","3","6","Tennessee","47",,"Warren","177",,,,,,,,,,,,,"06",,,,,,,,"WARREN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",29000,120
"G4701790","1980","A","3","6","Tennessee","47","3660","Washington","179",,,,,,,,,,,,,"08",,,,,,,,"WASHINGTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",37300,148
"G4701810","1980","A","3","6","Tennessee","47",,"Wayne","181",,,,,,,,,,,,,"03",,,,,,,,"WAYNE COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0",23500,89
"G4701830","1980","A","3","6","Tennessee","47",,"Weakley","183",,,,,,,,,,,,,"02",,,,,,,,"WEAKLEY COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",27700,114
"G4701850","1980","A","3","6","Tennessee","47",,"White","185",,,,,,,,,,,,,"06",,,,,,,,"WHITE COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0",29100,94
"G4701870","1980","A","3","6","Tennessee","47","5360","Williamson","187",,,,,,,,,,,,,"05",,,,,,,,"WILLIAMSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",70200,161
"G4701890","1980","A","3","6","Tennessee","47","5360","Wilson","189",,,,,,,,,,,,,"05",,,,,,,,"WILSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",48100,155
"G4800010","1980","A","3","7","Texas","48",,"Anderson","001",,,,,,,,,,,,,"12",,,,,,,,"ANDERSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",28500,126
"G4800030","1980","A","3","7","Texas","48",,"Andrews","003",,,,,,,,,,,,,"05",,,,,,,,"ANDREWS COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",28000,160
"G4800050","1980","A","3","7","Texas","48",,"Angelina","005",,,,,,,,,,,,,"13",,,,,,,,"ANGELINA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",32200,157
"G4800070","1980","A","3","7","Texas","48",,"Aransas","007",,,,,,,,,,,,,"11",,,,,,,,"ARANSAS COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",36600,175
"G4800090","1980","A","3","7","Texas","48",,"Archer","009",,,,,,,,,,,,,"K",,,,,,,,"ARCHER COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",27500,113
"G4800110","1980","A","3","7","Texas","48",,"Armstrong","011",,,,,,,,,,,,,"04",,,,,,,,"ARMSTRONG COUNTY","0","0","1","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0",26400,108
"G4800130","1980","A","3","7","Texas","48",,"Atascosa","013",,,,,,,,,,,,,"11",,,,,,,,"ATASCOSA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",20200,109
"G4800150","1980","A","3","7","Texas","48",,"Austin","015",,,,,,,,,,,,,"14",,,,,,,,"AUSTIN COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",38700,150
"G4800170","1980","A","3","7","Texas","48",,"Bailey","017",,,,,,,,,,,,,"05",,,,,,,,"BAILEY COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1",25100,127
"G4800190","1980","A","3","7","Texas","48",,"Bandera","019",,,,,,,,,,,,,"02",,,,,,,,"BANDERA COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",34800,124
"G4800210","1980","A","3","7","Texas","48",,"Bastrop","021",,,,,,,,,,,,,"09",,,,,,,,"BASTROP COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",27200,111
"G4800230","1980","A","3","7","Texas","48",,"Baylor","023",,,,,,,,,,,,,"06",,,,,,,,"BAYLOR COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",22500,86
"G4800250","1980","A","3","7","Texas","48",,"Bee","025",,,,,,,,,,,,,"11",,,,,,,,"BEE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",27500,151
"G4800270","1980","A","3","7","Texas","48","3810","Bell","027",,,,,,,,,,,,,"08",,,,,,,,"BELL COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36900,176
"G4800290","1980","A","3","7","Texas","48","7240","Bexar","029",,,,,,,,,,,,,"F",,,,,,,,"BEXAR COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",32800,182
"G4800310","1980","A","3","7","Texas","48",,"Blanco","031",,,,,,,,,,,,,"02",,,,,,,,"BLANCO COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",32800,102
"G4800330","1980","A","3","7","Texas","48",,"Borden","033",,,,,,,,,,,,,"06",,,,,,,,"BORDEN COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",13100,60
"G4800350","1980","A","3","7","Texas","48",,"Bosque","035",,,,,,,,,,,,,"07",,,,,,,,"BOSQUE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",23700,89
"G4800370","1980","A","3","7","Texas","48","8360","Bowie","037",,,,,,,,,,,,,"12",,,,,,,,"BOWIE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",30500,145
"G4800390","1980","A","3","7","Texas","48","3360","Brazoria","039",,,,,,,,"42",,,,,"14",,,,,,,,"BRAZORIA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",49800,240
"G4800410","1980","A","3","7","Texas","48","1260","Brazos","041",,,,,,,,,,,,,"09",,,,,,,,"BRAZOS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",47000,226
"G4800430","1980","A","3","7","Texas","48",,"Brewster","043",,,,,,,,,,,,,"01",,,,,,,,"BREWSTER COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",26000,112
"G4800450","1980","A","3","7","Texas","48",,"Briscoe","045",,,,,,,,,,,,,"04",,,,,,,,"BRISCOE COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",20500,92
"G4800470","1980","A","3","7","Texas","48",,"Brooks","047",,,,,,,,,,,,,"03",,,,,,,,"BROOKS COUNTY","0","0","1","1","1","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","1",16800,81
"G4800490","1980","A","3","7","Texas","48",,"Brown","049",,,,,,,,,,,,,"06",,,,,,,,"BROWN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",25500,147
