GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C8J001,C8O001
"G1800670","1980","A","2","3","Indiana","18","3850","Howard","067",,,,,,,,,,,,,"04",,,,,,,,"HOWARD COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",37400,175
"G1800690","1980","A","2","3","Indiana","18",,"Huntington","069",,,,,,,,,,,,,"03",,,,,,,,"HUNTINGTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",32500,165
"G1800710","1980","A","2","3","Indiana","18",,"Jackson","071",,,,,,,,,,,,,"08",,,,,,,,"JACKSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",34000,156
"G1800730","1980","A","2","3","Indiana","18",,"Jasper","073",,,,,,,,,,,,,"02",,,,,,,,"JASPER COUNTY","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0",44800,158
"G1800750","1980","A","2","3","Indiana","18",,"Jay","075",,,,,,,,,,,,,"03",,,,,,,,"JAY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",25300,120
"G1800770","1980","A","2","3","Indiana","18",,"Jefferson","077",,,,,,,,,,,,,"08",,,,,,,,"JEFFERSON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",34800,163
"G1800790","1980","A","2","3","Indiana","18",,"Jennings","079",,,,,,,,,,,,,"08",,,,,,,,"JENNINGS COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",32900,148
"G1800810","1980","A","2","3","Indiana","18","3480","Johnson","081",,,,,,,,"44",,,,,"05",,,,,,,,"JOHNSON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",45700,179
"G1800830","1980","A","2","3","Indiana","18",,"Knox","083",,,,,,,,,,,,,"06",,,,,,,,"KNOX COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",29400,137
"G1800850","1980","A","2","3","Indiana","18",,"Kosciusko","085",,,,,,,,,,,,,"02",,,,,,,,"KOSCIUSKO COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",39800,160
"G1800870","1980","A","2","3","Indiana","18",,"Lagrange","087",,,,,,,,,,,,,"03",,,,,,,,"LAGRANGE COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",37900,149
"G1800890","1980","A","2","3","Indiana","18","2960","Lake","089",,,,,,,,"14",,,,,"A",,,,,,,,"LAKE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",41700,172
"G1800910","1980","A","2","3","Indiana","18",,"LaPorte","091",,,,,,,,,,,,,"01",,,,,,,,"LA PORTE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",38600,161
"G1800930","1980","A","2","3","Indiana","18",,"Lawrence","093",,,,,,,,,,,,,"07",,,,,,,,"LAWRENCE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",28900,129
"G1800950","1980","A","2","3","Indiana","18","0400","Madison","095",,,,,,,,"44",,,,,"04",,,,,,,,"MADISON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",32500,154
"G1800970","1980","B","2","3","Indiana","18","3480","Marion","097",,,,,,,,"44",,,,,"D",,,,,,,,"MARION COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",35900,185
"G1800990","1980","A","2","3","Indiana","18","7800","Marshall","099",,,,,,,,,,,,,"02",,,,,,,,"MARSHALL COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",37400,156
"G1801010","1980","A","2","3","Indiana","18",,"Martin","101",,,,,,,,,,,,,"07",,,,,,,,"MARTIN COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",27200,106
"G1801030","1980","A","2","3","Indiana","18",,"Miami","103",,,,,,,,,,,,,"09",,,,,,,,"MIAMI COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",30900,156
"G1801050","1980","A","2","3","Indiana","18","1020","Monroe","105",,,,,,,,,,,,,"07",,,,,,,,"MONROE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",41100,177
"G1801070","1980","A","2","3","Indiana","18",,"Montgomery","107",,,,,,,,,,,,,"09",,,,,,,,"MONTGOMERY COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",34600,149
"G1801090","1980","A","2","3","Indiana","18","3480","Morgan","109",,,,,,,,"44",,,,,"06",,,,,,,,"MORGAN COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",39100,162
"G1801110","1980","A","2","3","Indiana","18",,"Newton","111",,,,,,,,,,,,,"02",,,,,,,,"NEWTON COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",38400,138
"G1801130","1980","A","2","3","Indiana","18",,"Noble","113",,,,,,,,,,,,,"03",,,,,,,,"NOBLE COUNTY","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",33600,142
"G1801150","1980","A","2","3","Indiana","18",,"Ohio","115",,,,,,,,,,,,,"08",,,,,,,,"OHIO COUNTY","0","0","0","1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","1","1","0",35600,117
"G1801170","1980","A","2","3","Indiana","18",,"Orange","117",,,,,,,,,,,,,"07",,,,,,,,"ORANGE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",26800,107
"G1801190","1980","A","2","3","Indiana","18",,"Owen","119",,,,,,,,,,,,,"06",,,,,,,,"OWEN COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",28300,117
"G1801210","1980","A","2","3","Indiana","18",,"Parke","121",,,,,,,,,,,,,"09",,,,,,,,"PARKE COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",27500,113
"G1801230","1980","A","2","3","Indiana","18",,"Perry","123",,,,,,,,,,,,,"07",,,,,,,,"PERRY COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0",35500,130
"G1801250","1980","A","2","3","Indiana","18",,"Pike","125",,,,,,,,,,,,,"06",,,,,,,,"PIKE COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",27000,111
"G1801270","1980","A","2","3","Indiana","18","2960","Porter","127",,,,,,,,"14",,,,,"A",,,,,,,,"PORTER COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",54900,226
"G1801290","1980","A","2","3","Indiana","18","2440","Posey","129",,,,,,,,,,,,,"06",,,,,,,,"POSEY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44000,143
"G1801310","1980","A","2","3","Indiana","18",,"Pulaski","131",,,,,,,,,,,,,"02",,,,,,,,"PULASKI COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0",31900,131
"G1801330","1980","A","2","3","Indiana","18",,"Putnam","133",,,,,,,,,,,,,"05",,,,,,,,"PUTNAM COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",37600,151
"G1801350","1980","A","2","3","Indiana","18",,"Randolph","135",,,,,,,,,,,,,"04",,,,,,,,"RANDOLPH COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",29600,124
"G1801370","1980","A","2","3","Indiana","18",,"Ripley","137",,,,,,,,,,,,,"08",,,,,,,,"RIPLEY COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",36100,128
"G1801390","1980","A","2","3","Indiana","18",,"Rush","139",,,,,,,,,,,,,"05",,,,,,,,"RUSH COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",29600,121
"G1801410","1980","A","2","3","Indiana","18","7800","St Joseph","141",,,,,,,,,,,,,"B",,,,,,,,"ST. JOSEPH COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",31900,171
"G1801430","1980","A","2","3","Indiana","18",,"Scott","143",,,,,,,,,,,,,"08",,,,,,,,"SCOTT COUNTY","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1",27900,133
"G1801450","1980","A","2","3","Indiana","18","3480","Shelby","145",,,,,,,,"44",,,,,"05",,,,,,,,"SHELBY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36000,155
"G1801470","1980","A","2","3","Indiana","18",,"Spencer","147",,,,,,,,,,,,,"06",,,,,,,,"SPENCER COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",36100,117
"G1801490","1980","A","2","3","Indiana","18",,"Starke","149",,,,,,,,,,,,,"02",,,,,,,,"STARKE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",33800,132
"G1801510","1980","A","2","3","Indiana","18",,"Steuben","151",,,,,,,,,,,,,"03",,,,,,,,"STEUBEN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",38400,151
"G1801530","1980","A","2","3","Indiana","18","8320","Sullivan","153",,,,,,,,,,,,,"06",,,,,,,,"SULLIVAN COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",24800,114
"G1801550","1980","A","2","3","Indiana","18",,"Switzerland","155",,,,,,,,,,,,,"08",,,,,,,,"SWITZERLAND COUNTY","0","0","1","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0",28400,114
"G1801570","1980","A","2","3","Indiana","18","3920","Tippecanoe","157",,,,,,,,,,,,,"09",,,,,,,,"TIPPECANOE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",45400,190
"G1801590","1980","A","2","3","Indiana","18","3850","Tipton","159",,,,,,,,,,,,,"05",,,,,,,,"TIPTON COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",37400,139
"G1801610","1980","A","2","3","Indiana","18",,"Union","161",,,,,,,,,,,,,"04",,,,,,,,"UNION COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0",31700,128
"G1801630","1980","A","2","3","Indiana","18","2440","Vanderburgh","163",,,,,,,,,,,,,"E",,,,,,,,"VANDERBURGH COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",37100,165
"G1801650","1980","A","2","3","Indiana","18","8320","Vermillion","165",,,,,,,,,,,,,"09",,,,,,,,"VERMILLION COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",24200,122
"G1801670","1980","A","2","3","Indiana","18","8320","Vigo","167",,,,,,,,,,,,,"G",,,,,,,,"VIGO COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",28800,154
"G1801690","1980","A","2","3","Indiana","18",,"Wabash","169",,,,,,,,,,,,,"09",,,,,,,,"WABASH COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",33100,147
"G1801710","1980","A","2","3","Indiana","18",,"Warren","171",,,,,,,,,,,,,"09",,,,,,,,"WARREN COUNTY","0","0","1","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0",29200,114
"G1801730","1980","A","2","3","Indiana","18","2440","Warrick","173",,,,,,,,,,,,,"06",,,,,,,,"WARRICK COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",49700,164
"G1801750","1980","A","2","3","Indiana","18",,"Washington","175",,,,,,,,,,,,,"07",,,,,,,,"WASHINGTON COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",29800,119
"G1801770","1980","A","2","3","Indiana","18",,"Wayne","177",,,,,,,,,,,,,"04",,,,,,,,"WAYNE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",32400,144
"G1801790","1980","A","2","3","Indiana","18","2760","Wells","179",,,,,,,,,,,,,"03",,,,,,,,"WELLS COUNTY","0","0","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1",38900,137
"G1801810","1980","A","2","3","Indiana","18",,"White","181",,,,,,,,,,,,,"09",,,,,,,,"WHITE COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",36000,152
"G1801830","1980","A","2","3","Indiana","18",,"Whitley","183",,,,,,,,,,,,,"03",,,,,,,,"WHITLEY COUNTY","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1",38200,142
"G1900010","1980","A","2","4","Iowa","19",,"Adair","001",,,,,,,,,,,,,"03",,,,,,,,"ADAIR COUNTY","0","0","1","1","1","0","1","0","0","0","0","1","1","1","1","0","0","0","0","0","0",28100,106
"G1900030","1980","A","2","4","Iowa","19",,"Adams","003",,,,,,,,,,,,,"03",,,,,,,,"ADAMS COUNTY","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0",23700,106
"G1900050","1980","A","2","4","Iowa","19",,"Allamakee","005",,,,,,,,,,,,,"04",,,,,,,,"ALLAMAKEE COUNTY","0","0","1","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0",32900,119
"G1900070","1980","A","2","4","Iowa","19",,"Appanoose","007",,,,,,,,,,,,,"03",,,,,,,,"APPANOOSE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",21400,115
"G1900090","1980","A","2","4","Iowa","19",,"Audubon","009",,,,,,,,,,,,,"01",,,,,,,,"AUDUBON COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0",31100,115
"G1900110","1980","A","2","4","Iowa","19",,"Benton","011",,,,,,,,,,,,,"05",,,,,,,,"BENTON COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0",34700,147
"G1900130","1980","A","2","4","Iowa","19","8920","Black Hawk","013",,,,,,,,,,,,,"E",,,,,,,,"BLACK HAWK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",46500,205
"G1900150","1980","A","2","4","Iowa","19",,"Boone","015",,,,,,,,,,,,,"02",,,,,,,,"BOONE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",37700,155
"G1900170","1980","A","2","4","Iowa","19",,"Bremer","017",,,,,,,,,,,,,"04",,,,,,,,"BREMER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",46800,161
"G1900190","1980","A","2","4","Iowa","19",,"Buchanan","019",,,,,,,,,,,,,"04",,,,,,,,"BUCHANAN COUNTY","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",37000,146
"G1900210","1980","A","2","4","Iowa","19",,"Buena Vista","021",,,,,,,,,,,,,"01",,,,,,,,"BUENA VISTA COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",38900,138
"G1900230","1980","A","2","4","Iowa","19",,"Butler","023",,,,,,,,,,,,,"04",,,,,,,,"BUTLER COUNTY","0","0","1","1","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","1","0",34900,125
"G1900250","1980","A","2","4","Iowa","19",,"Calhoun","025",,,,,,,,,,,,,"02",,,,,,,,"CALHOUN COUNTY","0","0","0","1","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0",29600,124
"G1900270","1980","A","2","4","Iowa","19",,"Carroll","027",,,,,,,,,,,,,"01",,,,,,,,"CARROLL COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0",38900,156
"G1900290","1980","A","2","4","Iowa","19",,"Cass","029",,,,,,,,,,,,,"01",,,,,,,,"CASS COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",31600,124
"G1900310","1980","A","2","4","Iowa","19",,"Cedar","031",,,,,,,,,,,,,"06",,,,,,,,"CEDAR COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",42200,152
"G1900330","1980","A","2","4","Iowa","19",,"Cerro Gordo","033",,,,,,,,,,,,,"04",,,,,,,,"CERRO GORDO COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",40700,168
"G1900350","1980","A","2","4","Iowa","19",,"Cherokee","035",,,,,,,,,,,,,"01",,,,,,,,"CHEROKEE COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0",34100,123
"G1900370","1980","A","2","4","Iowa","19",,"Chickasaw","037",,,,,,,,,,,,,"04",,,,,,,,"CHICKASAW COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0",39300,138
"G1900390","1980","A","2","4","Iowa","19",,"Clarke","039",,,,,,,,,,,,,"03",,,,,,,,"CLARKE COUNTY","0","0","1","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","1","1","0",29100,140
"G1900410","1980","A","2","4","Iowa","19",,"Clay","041",,,,,,,,,,,,,"02",,,,,,,,"CLAY COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",42200,166
"G1900430","1980","A","2","4","Iowa","19",,"Clayton","043",,,,,,,,,,,,,"04",,,,,,,,"CLAYTON COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",32300,119
"G1900450","1980","A","2","4","Iowa","19",,"Clinton","045",,,,,,,,,,,,,"06",,,,,,,,"CLINTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",39100,186
"G1900470","1980","A","2","4","Iowa","19",,"Crawford","047",,,,,,,,,,,,,"01",,,,,,,,"CRAWFORD COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0",34800,151
"G1900490","1980","A","2","4","Iowa","19",,"Dallas","049",,,,,,,,,,,,,"02",,,,,,,,"DALLAS COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",42900,155
"G1900510","1980","A","2","4","Iowa","19",,"Davis","051",,,,,,,,,,,,,"03",,,,,,,,"DAVIS COUNTY","0","0","0","1","1","0","1","0","0","0","0","1","1","1","1","0","0","0","0","1","0",28800,117
"G1900530","1980","A","2","4","Iowa","19",,"Decatur","053",,,,,,,,,,,,,"03",,,,,,,,"DECATUR COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",21400,104
"G1900550","1980","A","2","4","Iowa","19",,"Delaware","055",,,,,,,,,,,,,"04",,,,,,,,"DELAWARE COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0",37700,131
"G1900570","1980","A","2","4","Iowa","19",,"Des Moines","057",,,,,,,,,,,,,"06",,,,,,,,"DES MOINES COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",37500,157
"G1900590","1980","A","2","4","Iowa","19",,"Dickinson","059",,,,,,,,,,,,,"02",,,,,,,,"DICKINSON COUNTY","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1",44100,154
"G1900610","1980","A","2","4","Iowa","19","2200","Dubuque","061",,,,,,,,,,,,,"06",,,,,,,,"DUBUQUE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",48700,178
"G1900630","1980","A","2","4","Iowa","19",,"Emmet","063",,,,,,,,,,,,,"02",,,,,,,,"EMMET COUNTY","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",35100,150
"G1900650","1980","A","2","4","Iowa","19",,"Fayette","065",,,,,,,,,,,,,"04",,,,,,,,"FAYETTE COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",32400,128
"G1900670","1980","A","2","4","Iowa","19",,"Floyd","067",,,,,,,,,,,,,"04",,,,,,,,"FLOYD COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0",36700,137
"G1900690","1980","A","2","4","Iowa","19",,"Franklin","069",,,,,,,,,,,,,"02",,,,,,,,"FRANKLIN COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",35000,151
"G1900710","1980","A","2","4","Iowa","19",,"Fremont","071",,,,,,,,,,,,,"01",,,,,,,,"FREMONT COUNTY","0","0","1","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0",25100,112
"G1900730","1980","A","2","4","Iowa","19",,"Greene","073",,,,,,,,,,,,,"02",,,,,,,,"GREENE COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0",29400,120
"G1900750","1980","A","2","4","Iowa","19",,"Grundy","075",,,,,,,,,,,,,"05",,,,,,,,"GRUNDY COUNTY","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",42100,151
"G1900770","1980","A","2","4","Iowa","19",,"Guthrie","077",,,,,,,,,,,,,"03",,,,,,,,"GUTHRIE COUNTY","0","0","1","1","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0",27000,111
"G1900790","1980","A","2","4","Iowa","19",,"Hamilton","079",,,,,,,,,,,,,"02",,,,,,,,"HAMILTON COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",37600,148
"G1900810","1980","A","2","4","Iowa","19",,"Hancock","081",,,,,,,,,,,,,"02",,,,,,,,"HANCOCK COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",36100,142
"G1900830","1980","A","2","4","Iowa","19",,"Hardin","083",,,,,,,,,,,,,"02",,,,,,,,"HARDIN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",35000,147
"G1900850","1980","A","2","4","Iowa","19",,"Harrison","085",,,,,,,,,,,,,"01",,,,,,,,"HARRISON COUNTY","0","0","1","0","1","0","1","0","0","0","0","1","0","1","1","0","0","0","0","1","0",27100,112
"G1900870","1980","A","2","4","Iowa","19",,"Henry","087",,,,,,,,,,,,,"05",,,,,,,,"HENRY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",37300,149
"G1900890","1980","A","2","4","Iowa","19",,"Howard","089",,,,,,,,,,,,,"04",,,,,,,,"HOWARD COUNTY","0","0","1","1","0","1","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0",29500,112
"G1900910","1980","A","2","4","Iowa","19",,"Humboldt","091",,,,,,,,,,,,,"02",,,,,,,,"HUMBOLDT COUNTY","0","0","1","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0",37400,146
"G1900930","1980","A","2","4","Iowa","19",,"Ida","093",,,,,,,,,,,,,"01",,,,,,,,"IDA COUNTY","0","0","1","1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","1","1","0",30300,113
"G1900950","1980","A","2","4","Iowa","19",,"Iowa","095",,,,,,,,,,,,,"05",,,,,,,,"IOWA COUNTY","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0",35200,148
"G1900970","1980","A","2","4","Iowa","19",,"Jackson","097",,,,,,,,,,,,,"06",,,,,,,,"JACKSON COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0",38600,135
"G1900990","1980","A","2","4","Iowa","19",,"Jasper","099",,,,,,,,,,,,,"05",,,,,,,,"JASPER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",37700,152
"G1901010","1980","A","2","4","Iowa","19",,"Jefferson","101",,,,,,,,,,,,,"03",,,,,,,,"JEFFERSON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1",33300,137
"G1901030","1980","A","2","4","Iowa","19","3500","Johnson","103",,,,,,,,,,,,,"06",,,,,,,,"JOHNSON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",61000,213
"G1901050","1980","A","2","4","Iowa","19",,"Jones","105",,,,,,,,,,,,,"06",,,,,,,,"JONES COUNTY","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0",35600,130
"G1901070","1980","A","2","4","Iowa","19",,"Keokuk","107",,,,,,,,,,,,,"05",,,,,,,,"KEOKUK COUNTY","0","0","1","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0",21900,113
"G1901090","1980","A","2","4","Iowa","19",,"Kossuth","109",,,,,,,,,,,,,"02",,,,,,,,"KOSSUTH COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",37600,137
"G1901110","1980","A","2","4","Iowa","19",,"Lee","111",,,,,,,,,,,,,"06",,,,,,,,"LEE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",33800,158
"G1901130","1980","A","2","4","Iowa","19","1360","Linn","113",,,,,,,,,,,,,"F",,,,,,,,"LINN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",46500,208
"G1901150","1980","A","2","4","Iowa","19",,"Louisa","115",,,,,,,,,,,,,"06",,,,,,,,"LOUISA COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",35700,140
"G1901170","1980","A","2","4","Iowa","19",,"Lucas","117",,,,,,,,,,,,,"03",,,,,,,,"LUCAS COUNTY","0","0","1","1","1","0","1","0","0","0","0","1","1","1","1","0","0","0","0","1","0",28700,113
"G1901190","1980","A","2","4","Iowa","19",,"Lyon","119",,,,,,,,,,,,,"01",,,,,,,,"LYON COUNTY","0","0","1","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0",32700,109
"G1901210","1980","A","2","4","Iowa","19",,"Madison","121",,,,,,,,,,,,,"03",,,,,,,,"MADISON COUNTY","0","0","1","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0",36000,124
